[test_data/solomon/c101.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1511.75
[INFO] Cost func = 1511.75
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;13;772;772;782;11.1803;38.0789
0;0;58;808;808;818;26.9258;47.1699
0;0;77;828;828;838;10.6302;49.98
0;0;25;850;850;860;12.1655;45.2769
1;1;64;20;191;201;20.6155;20.6155
1;1;83;209;209;219;8.06226;19.2354
1;1;88;248;260;270;29.9667;17.8885
1;1;44;309;309;319;39.2046;35.3412
1;1;40;324;329;339;5.83095;40.3113
1;1;38;344;344;354;5.38516;37.2022
1;1;41;360;376;386;6.40312;30.8058
1;1;54;401;601;611;15.2971;18.0278
1;1;96;617;617;627;6;15.5242
2;2;45;37;37;47;37.7359;37.7359
2;2;5;50;73;83;3;40.3113
2;2;42;118;118;128;35.3553;33.541
2;2;39;133;133;143;5;36.0555
2;2;36;150;150;160;7.07107;43.0116
2;2;72;180;180;190;20.0998;27.4591
2;2;94;208;392;402;18.0278;17.1172
2;2;85;427;427;437;25.7099;35.4683
2;2;51;445;445;455;8.544;33.541
2;2;22;470;470;480;15.8114;35
2;2;84;502;502;512;22.0227;27.0185
3;3;14;35;35;45;35.3553;35.3553
3;3;47;48;105;115;3;38.3275
3;3;59;141;141;151;26.2488;42.4264
3;3;75;166;232;242;15.8114;57.0088
3;3;19;279;279;289;37.3363;40.05
3;3;23;295;295;305;6.40312;45.0444
3;3;21;307;307;317;2;45
3;3;18;321;335;345;4;45.1774
3;3;76;362;362;372;17.4642;42.9418
3;3;50;397;507;517;25.9422;35.3412
3;3;34;530;530;540;13;47.4342
3;3;26;551;551;561;11.1803;58.5235
3;3;37;621;621;631;60.0333;40.6079
3;3;35;634;657;667;3.60555;44.2041
3;3;43;679;679;689;12;38.0789
3;3;70;714;810;820;25.6125;19.6469
3;3;100;824;824;834;4.47214;19.2354
4;4;2;30;152;162;30.8058;30.8058
4;4;7;169;300;310;7;35.3553
4;4;79;321;352;362;11.4017;38.4708
4;4;73;370;370;380;8.94427;39.2938
4;4;78;387;387;397;7.2111;32.5576
4;4;9;418;418;428;21.095;33.541
4;4;53;446;446;456;18.0278;20
4;4;74;486;645;655;30;36.0555
4;4;24;673;681;691;18.6815;35.0571
4;4;48;701;732;742;10.7703;45.0444
4;4;89;767;767;777;25;52.4786
5;5;20;35;537;547;35.0571;35.0571
5;5;49;550;550;560;3;38.0526
5;5;97;598;598;608;38.4708;48.1664
5;5;10;630;630;640;22.8035;31.6228
6;6;6;33;388;398;33.3017;33.3017
6;6;8;403;403;413;5.83095;39.0513
6;6;46;416;489;499;3;37.2022
6;6;3;505;505;515;6.40312;39.3573
7;8;27;57;146;156;57.0088;57.0088
7;8;32;165;621;631;9.43398;51.0784
8;12;69;9;157;167;9.21954;9.21954
8;12;98;172;172;182;5;14.1421
8;12;82;191;191;201;9.05539;14.7648
8;12;52;214;214;224;13.153;25
8;12;11;243;243;253;19.7231;33.5261
8;12;12;258;258;268;5;32.3883
8;12;15;275;275;285;7.81025;39.2938
8;12;16;287;287;297;2;41.2311
8;12;87;317;359;369;20;38.2099
8;12;86;378;378;388;9;32.2025
8;12;57;397;397;407;9.05539;26.9258
8;12;99;417;417;427;10.7703;20.5183
8;12;66;442;566;576;15.1327;13.0384
8;12;56;585;585;595;9.21954;18.0278
8;12;91;602;719;729;7.07107;12.0416
8;12;93;744;808;818;15.6205;21.095
8;12;80;832;832;842;14.8661;7.61577
9;23;90;4;359;369;4.24264;4.24264
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1848.25
[INFO] Cost func = 1848.25
[DEBUG]  SOLUTION: 1848.25 | 0 | {0, 0}
[test_data/solomon/rc202.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1787.68
[INFO] Cost func = 1787.68
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;92;14;14;24;14.7648;14.7648
0;0;63;49;49;59;25.9422;39.0513
0;0;65;95;95;105;36.0555;11.1803
0;0;12;132;132;142;27.4591;32.3883
0;0;14;145;145;155;3;35.3553
0;0;15;160;174;184;5.83095;39.2938
0;0;47;189;189;199;5;38.3275
0;0;78;211;365;375;12.53;32.5576
0;0;79;387;387;397;12.1655;38.4708
0;0;8;412;412;422;15;39.0513
0;0;5;429;429;439;7.07107;40.3113
0;0;3;441;441;451;2;39.3573
0;0;1;454;454;464;3;38.0789
0;0;46;472;489;499;8.60233;37.2022
0;0;6;504;504;514;5;33.3017
0;0;60;529;694;704;15.2971;26.9258
0;0;55;719;719;729;15;14.1421
0;0;100;736;810;820;7.07107;19.2354
0;0;70;824;824;834;4.47214;19.6469
1;1;64;20;191;201;20.6155;20.6155
1;1;21;226;226;236;25.4951;45
1;1;48;238;238;248;2;45.0444
1;1;76;267;268;278;19.3132;42.9418
1;1;67;308;308;318;30.2655;25.2982
1;1;71;331;331;341;13.0384;25.4951
1;1;81;357;357;367;16.2788;12.0416
1;1;61;375;375;385;8.06226;15.8114
1;1;41;401;401;411;16.4012;30.8058
1;1;40;421;421;431;10.198;40.3113
1;1;43;436;574;584;5;38.0789
1;1;4;619;644;654;35.3553;36.0555
1;1;68;682;682;692;28.2843;10
2;2;45;37;37;47;37.7359;37.7359
2;2;42;82;82;92;35.0571;33.541
2;2;39;97;97;107;5;36.0555
2;2;38;109;278;288;2;37.2022
2;2;37;291;291;301;3.60555;40.6079
2;2;35;304;657;667;3.60555;44.2041
2;2;54;694;694;704;27.7309;18.0278
2;2;89;760;760;770;56.2939;52.4786
2;2;24;800;800;810;30.6757;35.0571
2;2;25;820;820;830;10.4403;45.2769
2;2;77;842;842;852;12.1655;49.98
2;2;75;870;870;880;18.1108;57.0088
2;2;58;891;891;901;11.1803;47.1699
3;3;36;43;43;53;43.0116;43.0116
3;3;29;108;194;204;55.9017;52.2015
3;3;27;209;209;219;5;57.0088
3;3;28;224;224;234;5.83095;55.7135
3;3;30;238;246;256;4;52
3;3;62;279;279;289;23.5372;29.1548
3;3;84;299;395;405;10;27.0185
3;3;51;414;414;424;9.21954;33.541
3;3;18;442;442;452;18.6011;45.1774
3;3;49;459;459;469;7.28011;38.0526
3;3;20;472;537;547;3;35.0571
3;3;59;579;579;589;32.3883;42.4264
3;3;97;595;595;605;6.32456;48.1664
3;3;10;627;627;637;22.8035;31.6228
4;4;44;35;217;227;35.3412;35.3412
4;4;11;290;290;300;63.0317;33.5261
4;4;16;308;308;318;8;41.2311
4;4;9;329;371;381;11.1803;33.541
4;4;87;392;392;402;11.1803;38.2099
4;4;86;411;411;421;9;32.2025
4;4;22;442;442;452;21.0238;35
5;5;33;51;80;90;51.4781;51.4781
5;5;19;135;254;264;45.5412;40.05
5;5;23;270;270;280;6.40312;45.0444
5;5;74;303;645;655;23.4307;36.0555
5;5;13;676;676;686;21.2132;38.0789
5;5;17;697;703;713;11.1803;40.3113
6;12;69;9;157;167;9.21954;9.21954
6;12;98;172;172;182;5;14.1421
6;12;88;188;260;270;6.32456;17.8885
6;12;2;287;287;297;17.1172;30.8058
6;12;7;304;304;314;7;35.3553
6;12;73;333;333;343;19.8494;39.2938
6;12;53;363;375;385;20.5913;20
6;12;82;394;394;404;9.89949;14.7648
6;12;99;412;412;422;8.06226;20.5183
6;12;52;427;427;437;5.09902;25
6;12;57;444;444;454;7.07107;26.9258
6;12;66;470;566;576;16.2788;13.0384
6;12;83;583;583;593;7.2111;19.2354
6;12;56;606;606;616;13.6015;18.0278
6;12;95;622;622;632;6.32456;20.6155
6;12;85;647;647;657;15.6525;35.4683
6;12;50;672;672;682;15;35.3412
6;12;34;695;695;705;13;47.4342
6;12;32;710;710;720;5.38516;51.0784
6;12;26;728;728;738;8;58.5235
6;12;31;746;746;756;8.60233;50.2892
6;12;93;787;808;818;31.9061;21.095
6;12;72;831;831;841;13.153;27.4591
6;12;96;854;854;864;13.6015;15.5242
6;12;94;870;870;880;6.32456;17.1172
6;12;91;890;890;900;10;12.0416
6;12;80;905;905;915;5.38516;7.61577
7;24;90;4;359;369;4.24264;4.24264
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1778.59
[INFO] Cost func = 1778.59
[DEBUG]  SOLUTION: 1778.59 | 0 | {0, 0}
[test_data/solomon/rc203.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1613.82
[INFO] Cost func = 1613.82
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;69;9;157;167;9.21954;9.21954
0;0;98;172;172;182;5;14.1421
0;0;88;188;260;270;6.32456;17.8885
0;0;60;279;279;289;9.21954;26.9258
0;0;12;305;305;315;16.5529;32.3883
0;0;16;324;324;334;9.43398;41.2311
0;0;47;339;339;349;5.38516;38.3275
0;0;14;352;352;362;3;35.3553
0;0;78;373;373;383;11.4017;32.5576
0;0;73;390;390;400;7.2111;39.2938
0;0;79;408;408;418;8.94427;38.4708
0;0;7;429;429;439;11.4017;35.3553
0;0;6;442;442;452;3;33.3017
0;0;8;457;457;467;5.83095;39.0513
0;0;46;470;470;480;3;37.2022
0;0;5;485;485;495;5.38516;40.3113
0;0;3;497;497;507;2;39.3573
0;0;1;510;510;520;3;38.0789
0;0;2;530;530;540;10.4403;30.8058
0;0;55;557;599;609;17;14.1421
0;0;68;619;619;629;10;10
0;0;56;655;655;665;26.9258;18.0278
0;0;66;674;674;684;9.21954;13.0384
0;0;85;710;710;720;26.0768;35.4683
0;0;63;723;723;733;3.60555;39.0513
0;0;51;743;743;753;10;33.541
0;0;20;766;766;776;13.9284;35.0571
0;0;19;781;781;791;5;40.05
0;0;18;796;796;806;5.38516;45.1774
0;0;48;808;808;818;2;45.0444
0;0;21;820;820;830;2;45
0;0;25;835;835;845;5;45.2769
0;0;24;855;855;865;10.4403;35.0571
0;0;57;877;877;887;12.8063;26.9258
0;0;86;896;896;906;9.05539;32.2025
0;0;52;913;913;923;7.2111;25
1;1;67;25;268;278;25.2982;25.2982
1;1;64;300;300;310;22.4722;20.6155
1;1;99;329;329;339;19.6469;20.5183
1;1;87;356;359;369;17.8045;38.2099
1;1;59;373;373;383;4.47214;42.4264
1;1;75;398;398;408;15.8114;57.0088
1;1;97;421;421;431;13.0384;48.1664
1;1;9;449;449;459;18.0278;33.541
1;1;53;477;477;487;18.0278;20
1;1;4;517;644;654;30;36.0555
1;1;100;671;810;820;17.0294;19.2354
1;1;70;824;824;834;4.47214;19.6469
1;1;43;859;859;869;25.6125;38.0789
1;1;37;879;879;889;10.4403;40.6079
2;2;45;37;37;47;37.7359;37.7359
2;2;42;82;82;92;35.0571;33.541
2;2;39;97;97;107;5;36.0555
2;2;36;114;114;124;7.07107;43.0116
2;2;62;174;174;184;50;29.1548
2;2;50;191;191;201;7;35.3412
2;2;34;214;214;224;13;47.4342
2;2;31;227;227;237;3;50.2892
2;2;29;239;239;249;2;52.2015
2;2;27;254;254;264;5;57.0088
2;2;26;269;269;279;5;58.5235
2;2;28;282;282;292;3;55.7135
2;2;30;296;296;306;4;52
2;2;32;307;307;317;1;51.0784
2;2;89;349;349;359;32.0156;52.4786
2;2;76;368;368;378;9.89949;42.9418
2;2;49;396;440;450;18;38.0526
2;2;22;453;453;463;3.60555;35
2;2;84;485;485;495;22.0227;27.0185
3;3;15;39;174;184;39.2938;39.2938
3;3;11;190;195;205;6;33.5261
4;4;44;35;217;227;35.3412;35.3412
4;4;40;232;329;339;5.83095;40.3113
4;4;38;344;344;354;5.38516;37.2022
4;4;41;360;376;386;6.40312;30.8058
4;4;10;445;519;529;59.4054;31.6228
4;4;17;540;703;713;11.1803;40.3113
4;4;13;724;724;734;11.1803;38.0789
4;4;74;755;755;765;21.2132;36.0555
4;4;58;776;782;792;11.1803;47.1699
4;4;77;802;802;812;10.6302;49.98
5;5;33;51;80;90;51.4781;51.4781
5;5;35;152;657;667;62.6418;44.2041
6;6;23;45;201;211;45.0444;45.0444
7;12;90;4;4;14;4.24264;4.24264
7;12;82;24;24;34;10.7703;14.7648
7;12;65;42;42;52;8.544;11.1803
7;12;83;61;61;71;9.21954;19.2354
7;12;91;87;87;97;16.2788;12.0416
7;12;95;105;105;115;8.60233;20.6155
7;12;92;121;121;131;6.7082;14.7648
7;12;94;137;137;147;6.40312;17.1172
7;12;93;152;808;818;5.65685;21.095
7;12;71;823;823;833;5;25.4951
7;12;72;843;843;853;10.198;27.4591
7;12;96;866;866;876;13.6015;15.5242
7;12;54;882;882;892;6;18.0278
7;12;61;903;903;913;11.1803;15.8114
7;12;81;921;921;931;8.06226;12.0416
7;12;80;942;942;952;11.1803;7.61577
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1613.82
[INFO] Cost func = 1613.82
[DEBUG]  SOLUTION: 1613.82 | 0 | {0, 0}
[test_data/solomon/rc204.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1281.37
[INFO] Cost func = 1281.37
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;69;9;157;167;9.21954;9.21954
0;0;42;203;203;213;36.8782;33.541
0;0;45;248;248;258;35.0571;37.7359
0;0;1;263;263;273;5.83095;38.0789
0;0;3;276;276;286;3;39.3573
0;0;5;288;288;298;2;40.3113
0;0;46;303;303;313;5.38516;37.2022
0;0;7;318;318;328;5.83095;35.3553
0;0;73;347;347;357;19.8494;39.2938
0;0;53;377;377;387;20.5913;20
0;0;52;407;407;417;20.6155;25
0;0;99;422;422;432;5.09902;20.5183
0;0;86;444;444;454;12.0831;32.2025
0;0;87;463;463;473;9;38.2099
0;0;9;484;484;494;11.1803;33.541
0;0;13;499;653;663;5;38.0789
0;0;97;680;680;690;17.0294;48.1664
0;0;59;696;696;706;6.32456;42.4264
0;0;74;716;716;726;10;36.0555
0;0;57;737;737;747;11.1803;26.9258
0;0;24;759;759;769;12.8063;35.0571
0;0;22;771;771;781;2;35
0;0;77;801;801;811;20.8087;49.98
0;0;25;823;823;833;12.1655;45.2769
0;0;21;838;838;848;5;45
0;0;48;850;850;860;2;45.0444
0;0;18;862;862;872;2;45.1774
0;0;19;877;877;887;5.38516;40.05
0;0;49;889;889;899;2;38.0526
0;0;20;902;902;912;3;35.0571
1;1;41;30;30;40;30.8058;30.8058
1;1;44;47;217;227;7.61577;35.3412
1;1;43;230;230;240;3;38.0789
1;1;39;247;247;257;7.07107;36.0555
1;1;38;259;278;288;2;37.2022
1;1;40;293;293;303;5.38516;40.3113
1;1;36;308;308;318;5;43.0116
1;1;35;320;320;330;2;44.2041
1;1;37;333;333;343;3.60555;40.6079
1;1;72;360;360;370;17.1172;27.4591
1;1;29;410;410;420;40.3609;52.2015
1;1;31;422;422;432;2;50.2892
1;1;27;439;439;449;7;57.0088
1;1;26;454;454;464;5;58.5235
1;1;28;467;467;477;3;55.7135
1;1;30;481;481;491;4;52
1;1;33;496;496;506;5.83095;51.4781
1;1;32;511;511;521;5.38516;51.0784
1;1;34;526;526;536;5.38516;47.4342
1;1;89;570;570;580;34.9857;52.4786
1;1;75;642;642;652;62;57.0088
1;1;58;663;782;792;11.1803;47.1699
2;2;23;45;201;211;45.0444;45.0444
2;2;15;261;261;271;50.2096;39.2938
2;2;11;277;277;287;6;33.5261
2;2;79;315;352;362;28.0713;38.4708
2;2;8;377;377;387;15;39.0513
3;3;4;36;644;654;36.0555;36.0555
4;12;80;7;7;17;7.61577;7.61577
4;12;81;28;28;38;11.1803;12.0416
4;12;54;44;44;54;6.32456;18.0278
4;12;96;60;60;70;6;15.5242
4;12;71;80;80;90;10.0499;25.4951
4;12;93;95;95;105;5;21.095
4;12;94;110;110;120;5.65685;17.1172
4;12;92;126;126;136;6.40312;14.7648
4;12;91;140;140;150;4.12311;12.0416
4;12;95;158;158;168;8.60233;20.6155
4;12;67;177;268;278;9.43398;25.2982
4;12;62;285;285;295;7.07107;29.1548
4;12;50;302;302;312;7;35.3412
4;12;63;328;328;338;16.5529;39.0513
4;12;85;341;341;351;3.60555;35.4683
4;12;76;362;362;372;11.4017;42.9418
4;12;51;381;381;391;9.43398;33.541
4;12;84;400;400;410;9.21954;27.0185
4;12;56;419;419;429;9.21954;18.0278
4;12;64;436;436;446;7.07107;20.6155
4;12;83;454;454;464;8.06226;19.2354
4;12;66;471;471;481;7.2111;13.0384
4;12;65;487;487;497;6.7082;11.1803
4;12;82;505;505;515;8.544;14.7648
4;12;98;524;524;534;9.05539;14.1421
4;12;10;554;554;564;20;31.6228
4;12;12;569;569;579;5.38516;32.3883
4;12;14;582;582;592;3;35.3553
4;12;47;595;595;605;3;38.3275
4;12;16;610;610;620;5.38516;41.2311
4;12;17;625;625;635;5;40.3113
4;12;78;648;648;658;13.6015;32.5576
4;12;60;666;666;676;8.06226;26.9258
4;12;88;685;685;695;9.21954;17.8885
4;12;55;701;701;711;6.32456;14.1421
4;12;100;718;810;820;7.07107;19.2354
4;12;6;835;835;845;15.2643;33.3017
4;12;2;849;849;859;4;30.8058
4;12;70;873;873;883;14.3178;19.6469
4;12;61;893;893;903;10.7703;15.8114
4;12;68;910;910;920;7.07107;10
4;12;90;933;933;943;13.3417;4.24264
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1281.37
[INFO] Cost func = 1281.37
[DEBUG]  SOLUTION: 1281.37 | 0 | {0, 0}
[test_data/solomon/rc205.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1922.2
[INFO] Cost func = 1922.2
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;65;11;11;21;11.1803;11.1803
0;0;83;30;30;40;9.21954;19.2354
0;0;92;60;60;70;20;14.7648
0;0;95;76;76;86;6.7082;20.6155
0;0;63;105;105;115;19.2354;39.0513
0;0;33;135;135;145;20.6155;51.4781
0;0;28;153;153;163;8.60233;55.7135
0;0;27;168;168;178;5.83095;57.0088
0;0;29;183;183;193;5;52.2015
0;0;31;195;195;205;2;50.2892
0;0;62;228;228;238;23;29.1548
0;0;67;245;298;308;7.07107;25.2982
0;0;94;317;317;327;9.21954;17.1172
0;0;71;337;337;347;10.6302;25.4951
0;0;72;357;357;367;10.198;27.4591
0;0;81;382;382;392;15.6525;12.0416
0;0;61;400;400;410;8.06226;15.8114
0;0;68;417;613;623;7.07107;10
0;0;55;633;633;643;10;14.1421
0;0;1;668;668;678;25.4951;38.0789
0;0;4;685;685;695;7.07107;36.0555
0;0;60;715;715;725;20.6155;26.9258
0;0;17;746;746;756;21.2132;40.3113
0;0;77;803;803;813;47.8853;49.98
0;0;25;825;825;835;12.1655;45.2769
0;0;24;845;845;855;10.4403;35.0571
1;1;14;35;35;45;35.3553;35.3553
1;1;47;48;48;58;3;38.3275
1;1;45;99;99;109;41.1461;37.7359
1;1;42;144;144;154;35.0571;33.541
1;1;44;156;247;257;2;35.3412
1;1;40;262;339;349;5.83095;40.3113
1;1;38;354;354;364;5.38516;37.2022
1;1;41;370;377;387;6.40312;30.8058
1;1;54;402;554;564;15.2971;18.0278
2;2;52;25;25;35;25;25
2;2;75;67;67;77;32.0156;57.0088
2;2;21;112;112;122;35;45
2;2;39;199;199;209;77.6209;36.0555
2;2;37;214;377;387;5.38516;40.6079
2;2;35;390;655;665;3.60555;44.2041
2;2;43;677;677;687;12;38.0789
2;2;70;712;780;790;25.6125;19.6469
2;2;100;794;870;880;4.47214;19.2354
3;3;64;20;191;201;20.6155;20.6155
3;3;23;226;231;241;25.9615;45.0444
3;3;18;247;306;316;6;45.1774
3;3;19;321;321;331;5.38516;40.05
3;3;57;350;350;360;19.2094;26.9258
3;3;86;369;369;379;9.05539;32.2025
3;3;99;391;391;401;12.0831;20.5183
3;3;6;441;441;451;40.7922;33.3017
3;3;8;456;456;466;5.83095;39.0513
3;3;46;469;469;479;3;37.2022
4;4;59;42;42;52;42.4264;42.4264
4;4;16;74;204;214;22.3607;41.2311
4;4;15;216;216;226;2;39.2938
4;4;11;232;232;242;6;33.5261
4;4;10;244;535;545;2;31.6228
5;5;22;35;383;393;35;35
5;5;48;403;424;434;10.198;45.0444
5;5;51;453;453;463;19.8494;33.541
5;5;84;472;472;482;9.21954;27.0185
6;6;36;43;43;53;43.0116;43.0116
6;6;30;112;252;262;59.6154;52
6;6;76;295;298;308;33.2866;42.9418
6;6;49;326;460;470;18;38.0526
6;6;20;473;494;504;3;35.0571
6;6;74;526;675;685;22.561;36.0555
6;6;13;706;706;716;21.2132;38.0789
7;7;79;38;382;392;38.4708;38.4708
7;7;87;436;436;446;44.4072;38.2099
7;7;97;456;516;526;10;48.1664
7;7;58;539;842;852;13.6015;47.1699
8;12;69;9;187;197;9.21954;9.21954
8;12;98;202;202;212;5;14.1421
8;12;88;218;262;272;6.32456;17.8885
8;12;2;289;289;299;17.1172;30.8058
8;12;3;309;309;319;10;39.3573
8;12;5;321;321;331;2;40.3113
8;12;7;342;342;352;11.1803;35.3553
8;12;73;371;371;381;19.8494;39.2938
8;12;78;388;388;398;7.2111;32.5576
8;12;53;411;411;421;13.4164;20
8;12;12;434;434;444;13;32.3883
8;12;9;454;454;464;10.198;33.541
8;12;82;482;482;492;18.7883;14.7648
8;12;90;502;502;512;10.7703;4.24264
8;12;66;522;570;580;10.7703;13.0384
8;12;56;589;589;599;9.21954;18.0278
8;12;85;616;616;626;17.6918;35.4683
8;12;89;644;644;654;18.4391;52.4786
8;12;26;691;691;701;37.5367;58.5235
8;12;32;709;709;719;8;51.0784
8;12;34;724;724;734;5.38516;47.4342
8;12;50;747;747;757;13;35.3412
8;12;91;781;781;791;24.0416;12.0416
8;12;80;796;817;827;5.38516;7.61577
8;12;93;841;841;851;14.8661;21.095
8;12;96;857;857;867;6.32456;15.5242
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1922.2
[INFO] Cost func = 1922.2
[DEBUG]  SOLUTION: 1922.2 | 0 | {0, 0}
[test_data/solomon/rc206.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1471.29
[INFO] Cost func = 1471.29
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;92;14;14;24;14.7648;14.7648
0;0;95;30;40;50;6.7082;20.6155
0;0;31;82;105;115;32.0624;50.2892
0;0;29;117;134;144;2;52.2015
0;0;27;149;149;159;5;57.0088
0;0;28;164;164;174;5.83095;55.7135
0;0;30;178;186;196;4;52
0;0;33;201;201;211;5.83095;51.4781
0;0;63;231;231;241;20.6155;39.0513
0;0;18;266;275;285;25.807;45.1774
0;0;21;289;289;299;4;45
0;0;23;301;301;311;2;45.0444
0;0;22;321;321;331;10.198;35
0;0;57;345;345;355;14.1421;26.9258
0;0;86;364;364;374;9.05539;32.2025
0;0;99;386;386;396;12.0831;20.5183
0;0;53;412;412;422;16.1555;20
0;0;88;430;430;440;8.94427;17.8885
0;0;7;459;459;469;19.2354;35.3553
0;0;8;474;474;484;5;39.0513
0;0;3;492;492;502;8.60233;39.3573
0;0;46;508;508;518;6.40312;37.2022
0;0;6;523;523;533;5;33.3017
0;0;55;552;552;562;19.2094;14.1421
0;0;68;572;572;582;10;10
0;0;43;611;611;621;29.1548;38.0789
0;0;35;633;633;643;12;44.2041
0;0;37;646;646;656;3.60555;40.6079
0;0;54;680;680;690;24.1661;18.0278
0;0;96;696;696;706;6;15.5242
0;0;93;712;712;722;6.32456;21.095
0;0;91;737;737;747;15.6205;12.0416
0;0;80;752;752;762;5.38516;7.61577
1;1;72;27;27;37;27.4591;27.4591
1;1;41;48;316;326;11.1803;30.8058
1;1;38;332;332;342;6.40312;37.2022
1;1;40;347;347;357;5.38516;40.3113
1;1;44;362;362;372;5.83095;35.3412
1;1;70;395;690;700;23.8537;19.6469
1;1;100;704;704;714;4.47214;19.2354
1;1;1;732;732;742;18.9737;38.0789
1;1;4;749;749;759;7.07107;36.0555
1;1;60;779;779;789;20.6155;26.9258
1;1;17;810;810;820;21.2132;40.3113
1;1;13;831;831;841;11.1803;38.0789
1;1;58;867;867;877;26.9258;47.1699
1;1;77;887;887;897;10.6302;49.98
2;2;39;36;36;46;36.0555;36.0555
2;2;36;53;53;63;7.07107;43.0116
2;2;42;74;74;84;11.1803;33.541
2;2;5;119;119;129;35.3553;40.3113
2;2;45;132;132;142;3;37.7359
2;2;2;149;149;159;7.28011;30.8058
2;2;79;176;292;302;17.4642;38.4708
2;2;73;310;310;320;8.94427;39.2938
2;2;78;327;327;337;7.2111;32.5576
2;2;12;348;348;358;11;32.3883
2;2;11;363;363;373;5;33.5261
2;2;10;375;459;469;2;31.6228
2;2;9;474;474;484;5;33.541
2;2;97;502;502;512;18.0278;48.1664
2;2;87;522;522;532;10;38.2099
2;2;74;540;585;595;8.94427;36.0555
2;2;25;616;664;674;21.2132;45.2769
2;2;48;681;681;691;7;45.0444
2;2;24;701;701;711;10.7703;35.0571
2;2;20;715;715;725;4;35.0571
2;2;89;751;751;761;26.9258;52.4786
2;2;32;793;793;803;32.0156;51.0784
3;3;14;35;35;45;35.3553;35.3553
3;3;47;48;48;58;3;38.3275
3;3;16;63;195;205;5.38516;41.2311
3;3;15;207;207;217;2;39.2938
3;3;59;238;238;248;21.5407;42.4264
3;3;75;263;263;273;15.8114;57.0088
3;3;49;310;380;390;37.6563;38.0526
3;3;34;438;438;448;48.7647;47.4342
3;3;26;459;469;479;11.1803;58.5235
3;3;50;502;502;512;23.5372;35.3412
4;12;69;9;97;107;9.21954;9.21954
4;12;98;112;112;122;5;14.1421
4;12;82;131;131;141;9.05539;14.7648
4;12;65;149;149;159;8.544;11.1803
4;12;52;173;173;183;14.1421;25
4;12;83;195;195;205;12.0416;19.2354
4;12;64;213;213;223;8.06226;20.6155
4;12;19;243;243;253;20.2237;40.05
4;12;51;269;269;279;16.4012;33.541
4;12;76;288;288;298;9.43398;42.9418
4;12;85;309;309;319;11.4017;35.4683
4;12;62;331;331;341;12.1655;29.1548
4;12;67;348;348;358;7.07107;25.2982
4;12;71;371;371;381;13.0384;25.4951
4;12;61;403;403;413;22.3607;15.8114
4;12;81;421;421;431;8.06226;12.0416
4;12;94;443;443;453;12.8063;17.1172
4;12;84;472;472;482;19;27.0185
4;12;56;491;497;507;9.21954;18.0278
4;12;66;516;516;526;9.21954;13.0384
4;12;90;536;536;546;10.7703;4.24264
